comment_id,comment_time,comment_text,user_id,latitude,longitude
161,1595871241, Тухлая капуста.  Канализация (сероводород). ,148,54.614178790823,39.716539678523
162,1595871373," Сначала была гарь, теперь запах фекалий. ",46,54.5981113528909,39.8119568512646
163,1595871538, Сильный Запах человеческого поноса!!!. ,151,54.6264871895586,39.7656283494973
164,1595871539, Канализация (сероводород).  Тухлая капуста.  До МЧС Рязани не дозвониться. Не хотят плохую статистику . ,4,54.6013662807412,39.8230026081886
165,1595871549, Сера.  Сладковатый запах (фенол). ,150,54.6066070666147,39.8185052163511
166,1595871574," Тухлая капуста.  Канализация (сероводород).  Мазут, нефтепродукты. ",152,54.6177516030756,39.662858482845
167,1595871728, Канализация (сероводород).  Тухлая капуста. ,42,54.5988610495763,39.811747725173
168,1595871742, Канализация (сероводород). ,153,54.614410064658,39.7139799861601
169,1595871972, Тухлая капуста.  Сера. ,155,54.5994566301562,39.7242903976135
170,1595871982, Тухлая капуста. ,115,54.6231768022573,39.7795334170368
171,1595872046, Канализация (сероводород).  Сладковатый запах (фенол). ,156,54.6041100550086,39.815303860399
172,1595872079, Тухлая капуста.  Газ.  Сера. ,99,54.6019764672784,39.7887327043486
173,1595872286, Канализация (сероводород). ,157,54.6016714774934,39.7888054480789
174,1595872315, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,154,54.6034952185001,39.7936396986194
175,1595872577, Тухлая капуста.  Сладковатый запах (фенол). ,160,54.6248384659414,39.7550981027411
176,1595872580, Сладковатый запах (фенол). ,159,54.6205683297673,39.771734014249
177,1595872687, Канализация (сероводород). ,161,54.6215952165761,39.7613692550354
178,1595873135," Мазут, нефтепродукты.  Тухлая капуста.  Канализация (сероводород). ",162,54.6117107085117,39.7126260293337
179,1595873253, Сладковатый запах (фенол).  Тухлая капуста.  Пахнет дохлятиной в перемешку с канализацией. Сладковато- тухлый запах. ,163,54.6085323551479,39.8086485871103
180,1595873378, Сладковатый запах (фенол). ,166,54.6588143093472,39.6439636020355
181,1595873413, Канализация (сероводород).  Гарь.  Сера. ,165,54.6065097862263,39.6647324914219
182,1595874019, Газ.  Канализация (сероводород).  Сладковатый запах (фенол). ,71,54.6075718022618,39.8160050754816
183,1595874144, Канализация (сероводород).  Говна разлили в воздухе. . ,167,54.632477500344,39.7585319443445
184,1595874149, Ужасно сильная вонь фекалий..  Канализация (сероводород).  Тухлая капуста. ,36,54.598039529489,39.8356112872844
185,1595874270, Канализация (сероводород). ,98,54.6029060752657,39.7603520323407
186,1595874325, Тухлая капуста. ,55,54.6006466578297,39.8305222073675
187,1595874694, Сладковатый запах (фенол). ,170,54.605257566578,39.8094724035561
188,1595874937, Навозом.  Газ. ,171,54.6077743308057,39.8062787106928
189,1595875215, Тухлая капуста.  Сладковатый запах (фенол).  Пахнет тухлыми носками. ,173,54.6057036969238,39.8376641522263
190,1595875287, Канализация (сероводород). ,64,54.6266123412161,39.7551122168026
191,1595875331, Канализация (сероводород).  Запах фиклий и канализации. ,174,54.6022966196046,39.8153912772446
192,1595875352," Мазут, нефтепродукты.  Гарь.  Выхлопные газы. ",75,54.6125961177067,39.8186467762367
193,1595875465, Канализация (сероводород). ,175,54.5662805432182,39.8373754100308
194,1595875569, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,72,54.5971281808371,39.8118654648188
195,1595875719, Сладковатый запах (фенол).  Канализация (сероводород).  Тухлая капуста. ,176,54.6068283279033,39.817769224479
196,1595875727, Канализация (сероводород).  тошнотворный запах. ,45,54.6015667046227,39.8257974338699
197,1595875826, Сладковатый запах (фенол). ,178,54.5987033796368,39.8113225589159
198,1595875855, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,179,54.6059869025203,39.7952374483157
199,1595875963, Тухлая капуста.  Канализация (сероводород). ,177,54.6087878459649,39.8142950305839
200,1595876110, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,180,54.6048545791401,39.8345551215887
201,1595876119, Сера.  Сладковатый запах (фенол).  Канализация (сероводород). ,181,54.6053414792768,39.8337000330829
202,1595876264," сильный, спёртый химический запах. ",182,54.6232066798512,39.761570874622
203,1595876329, Воняет жутко каким-то навозом!. ,185,54.6003124078457,39.8340225300991
204,1595876334, Запах силоса. ,187,54.6124860231152,39.8120137669369
205,1595876379, Канализация (сероводород).  Тухлая капуста. ,183,54.5564789783295,39.8761788689861
206,1595876462, Запах женной пластмассы. ,103,54.6149127666949,39.7009890314063
207,1595876504, Канализация (сероводород).  Сладковатый запах (фенол). ,189,54.6283426275802,39.7666076868215
208,1595876514, Канализация (сероводород).  Тухлая капуста. ,37,54.6016554611006,39.8310423164062
209,1595876580, Пахнет фекалиями очень сильно. ,188,54.601824446143,39.8294986973979
210,1595876585, Сладковатый запах (фенол).  Сера. ,190,54.5969572331465,39.8232737730317
211,1595876729, Сера.  Запах ж/д. ,186,54.6039738891034,39.7330633802773
212,1595876731," Канализация (сероводород).  Газ.  Мазут, нефтепродукты. ",54,54.6050732370995,39.738930192678
213,1595876827, пахнет куриным пометом и химией. скорей всего выбрасывает или сжигает животных завод костяной муки под Листвянкой.. ,191,54.5123428968184,40.0371375396178
214,1595876850, Тухлая капуста.  Запах говна. ,192,54.6109141530688,39.8055834766586
215,1595876868, Тухлая капуста.  Канализация (сероводород).  Непонятное трупно-блевотное. ,194,54.5979189360531,39.8352602923095
216,1595876896, Тухлая капуста.  Канализация (сероводород).  Сера. ,193,54.6013586813145,39.7887773444656
217,1595876979, Канализация (сероводород).  Сладковатый запах (фенол). ,195,54.601070201506,39.8290957019148
218,1595877027, Тухлая капуста.  Канализация (сероводород).  Сладковатый запах (фенол). ,47,54.6056301288639,39.834061173779
219,1595877146, Канализация (сероводород).  Сера.  Гарь. ,196,54.5977870686857,39.8359579646434
